subscriber,channel_avg_views,channel_avg_like_rate,title_length,tag_density,desc_length,desc_keyword_count,title_upper_ratio,desc_has_youtube_link,desc_has_timestamp,channel_has_digit,channel_has_special,title_ends_with_punct,category_1,category_2,category_10,category_15,category_17,category_19,category_20,category_22,category_23,category_24,category_25,category_26,category_27,category_28,category_29,period_Afternoon,period_Dawn,period_Evening,period_Morning,log_views
0,88857.0,0.0047041876273112,58,0.0862068965517241,197,0,0.1206896551724138,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11.394794868921728
2702088,445527.46341463417,0.0088203158270504,79,0.2911392405063291,964,0,0.1392405063291139,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10.770903116628146
5008492,2336349.4166666665,0.0534040986351339,96,0.2708333333333333,3753,5,0.15625,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,15.020560282203743
634903,729388.875,0.0114471999091876,46,0.0,375,0,0.1521739130434782,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,10.007261810752583
3112713,3607402.0,0.0330291747214054,53,0.3396226415094339,788,5,0.1509433962264151,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,15.161642602761727
266,4842.0,0.0047501032631144,63,0.0793650793650793,1928,0,0.1111111111111111,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.48528964240323
9230156,2595009.75,0.0306304413194326,34,0.8823529411764706,938,1,0.1764705882352941,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,14.134215893791326
2776381,416044.0,0.0284339091007014,37,0.5405405405405406,1025,0,0.1621621621621621,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,13.564917440904441
1074281,150229.0,0.0234908040391668,48,0.7708333333333334,1280,1,0.375,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,11.91992273205647
1008419,122462.0,0.0554784341265045,38,0.3157894736842105,336,0,0.1842105263157894,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11.715564222527078
7579253,2020349.818181818,0.0233764733474658,44,0.2727272727272727,674,0,0.1363636363636363,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.781170714775373
1115811,895095.0,0.0447316117286068,55,0.2363636363636363,2311,2,0.109090909090909,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,13.514464922872168
6366779,1698864.4285714286,0.0245748097122756,34,0.3235294117647059,767,0,0.1470588235294117,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14.018936182395123
27998379,17555775.5,0.0339089012707736,39,0.9230769230769232,2398,3,0.1538461538461538,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,16.462232794128923
3965373,778957.8461538461,0.0139607657832364,62,0.4838709677419355,1502,0,0.1612903225806451,0,1,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,13.805477393680512
3181914,496310.31707317074,0.0183924039936976,65,0.5230769230769231,1098,0,0.1692307692307692,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,12.384586963981175
3212413,1266772.5294117648,0.011072779296658,50,0.98,1226,0,0.16,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,14.13478867645487
11259007,968348.564102564,0.0167169888225814,47,0.4042553191489361,2076,0,0.1489361702127659,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,14.127397319112873
3887047,938618.4,0.0381567667539782,40,0.675,2723,6,0.7,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,13.565839492907745
3947725,1442123.888888889,0.0671772901325812,27,0.1481481481481481,453,0,0.6296296296296297,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,13.997466214491556
315481,289061.5,0.0439843485946408,14,0.2857142857142857,440,0,0.1428571428571428,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.229149276720033
684919,7457925.0,0.0029462067656388,49,0.3061224489795918,996,1,0.1224489795918367,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,13.987784304154063
3008137,204053.3,0.0575586636469068,49,0.2448979591836734,646,2,0.5510204081632653,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,12.751824196120424
23760020,901079.5909090908,0.024119823656758,49,0.2653061224489796,159,0,0.2040816326530612,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,12.597580807009134
3694131,303174.0,0.0316880735155389,67,0.3432835820895522,1455,1,0.1194029850746268,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,12.622065475524993
381107,318627.3333333333,0.0077636265812832,68,0.088235294117647,0,0,0.1470588235294117,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,10.86658553151754
5798004,759059.9,0.0191011437117227,51,0.4509803921568627,2026,3,0.1568627450980392,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,13.03144035991454
230279,210175.3333333333,0.0440814629596532,11,4.454545454545454,217,0,0.1818181818181818,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.804035138411328
7372555,2247640.0,0.0362647310783582,45,0.2888888888888888,619,1,0.2,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,14.531550195220419
23182596,1993920.2916666667,0.0205177698665922,57,0.6842105263157895,293,0,0.1052631578947368,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,14.522533029899725
13551673,6540242.6,0.0985968830777822,35,0.6,640,0,0.2571428571428571,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,15.642845160981222
12672164,1406572.8,0.049970669819568,38,0.6052631578947368,397,0,0.131578947368421,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.117660464739915
230720,477709.4,0.0111245879466328,61,0.081967213114754,280,0,0.1311475409836065,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,12.244826903756422
15769455,774775.5918367347,0.0230082039714776,51,0.6666666666666666,1312,0,0.1764705882352941,1,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.611321786826421
73487,149433.75,0.0043320515595909,78,0.2564102564102564,2112,3,0.1025641025641025,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10.903034285460993
7092637,13721449.25,0.0545494280945591,40,0.85,448,0,0.4,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,15.209232764212906
2158902,396006.7142857143,0.0307408811425049,68,0.4705882352941176,1156,1,0.1617647058823529,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,12.78403902667819
119533,149873.0,0.0225123938267733,54,0.7037037037037037,514,0,0.0555555555555555,0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.9175502200807
46825,11744.0,0.0109843324250681,54,0.0185185185185185,323,0,0.1296296296296296,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.371182897093012
13357328,2016140.8461538465,0.0783083027799534,57,0.5789473684210527,2075,2,0.1403508771929824,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,14.128085223009093
1186609,256213.2,0.0193314646599615,45,0.3111111111111111,734,0,0.1333333333333333,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10.25340471401148
7348299,48033.0,0.0360585430849624,39,0.3333333333333333,2743,1,0.1282051282051282,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,10.77966437247371
8707071,358841.45945945947,0.0149069922456819,27,0.1111111111111111,215,0,0.2222222222222222,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11.764088770721589
1525996,60955.0,0.0576053606133261,52,0.4230769230769231,1266,2,0.1346153846153846,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,10.549805145739276
5608973,188302.8333333333,0.1387082821688909,22,1.8636363636363635,1591,0,0.0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,11.917590252907624
89624,97726.0,0.0081759204305916,34,0.3529411764705882,372,0,0.1470588235294117,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.48993315604396
7552015,315609.8333333333,0.0249499334620847,58,0.5172413793103449,1346,2,0.1379310344827586,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,11.229408041649222
2871344,934632.24,0.0331948689273092,71,0.3380281690140845,1038,2,0.1408450704225352,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,11.507239329499242
793607,15640.625,0.0078843159023915,44,0.9090909090909092,1363,0,0.1136363636363636,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.693445303141573
2702088,445527.46341463417,0.0088203158270504,57,0.2631578947368421,903,0,0.087719298245614,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11.110610390293171
6928375,667966.875,0.0305383483257003,74,0.6891891891891891,1303,2,0.1486486486486486,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.187209175200515
603181,159248.0,0.1371571385511906,26,0.5384615384615384,964,0,0.5,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,11.978224293979844
351100,62415.0,0.0580309220539934,58,0.396551724137931,576,2,0.1379310344827586,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,11.041576931746437
147718,102055.0,0.0063464458956993,34,0.1470588235294117,493,0,0.1176470588235294,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.3164360159013
107,5682.0,0.0036958817317845,13,0.0,0,0,0.3846153846153846,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.645234541297121
5910437,4894262.5,0.0643421286533073,75,0.12,536,1,0.32,0,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,15.614132426973127
101448,77518.0,0.0154286746304084,71,0.0985915492957746,313,0,0.1408450704225352,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.258278346584643
154612,193781.5,0.0046906827279419,88,0.4204545454545454,2608,4,0.1136363636363636,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,10.885865605537704
282774,121410.15384615384,0.0063501046036275,53,0.2641509433962264,1384,2,0.1320754716981132,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,10.469823566229687
27221198,75112813.0,0.0263178190259353,50,0.74,710,0,0.16,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,18.821978032085973
6039808,4428640.428571428,0.030613083753985,63,0.365079365079365,1350,0,0.2698412698412698,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14.6656362733408
313297,2490503.0,0.0071174377224199,77,0.0909090909090909,969,1,0.1428571428571428,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,14.727995657597377
15769455,774775.5918367347,0.0230082039714776,48,0.7083333333333334,1203,0,0.1875,1,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,14.345097679003327
3181914,496310.31707317074,0.0183924039936976,57,0.5789473684210527,1103,0,0.1403508771929824,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,13.650421269097796
417019,389879.7272727273,0.0575744152738432,20,0.55,432,0,0.2,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,13.899287208863974
3965373,778957.8461538461,0.0139607657832364,44,0.6818181818181818,1513,0,0.1818181818181818,0,1,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,12.749439996829935
1346893,47433.8,0.0326503671536205,74,0.4054054054054054,471,0,0.0945945945945946,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,11.486252893554393
348382,140388.66666666666,0.0059456829499838,79,0.4556962025316455,1461,0,0.2151898734177215,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11.508696535640192
11259007,968348.564102564,0.0167169888225814,49,0.4285714285714285,2434,1,0.1428571428571428,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,12.144133409987644
2644692,2139254.375,0.0364056452770774,31,0.6774193548387096,1159,0,0.1290322580645161,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,14.109183399868899
3095131,363031.8378378378,0.0103496512622456,47,0.1914893617021276,232,0,0.1276595744680851,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,11.570363839617492
7833372,264003.8,0.0780913604964877,51,0.6666666666666666,2102,1,0.1176470588235294,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12.538235610563289
739264,664265.5,0.024070410051278,21,1.619047619047619,200,0,0.1904761904761904,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12.92460244447417
1968678,742237.3571428572,0.012217135429212,55,0.5818181818181818,1287,1,0.1818181818181818,1,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.333320017092587
2063826,256788.5,0.078711516154924,21,0.7142857142857143,549,1,0.0476190476190476,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,12.319544177776924
1120982,788893.3333333334,0.0383263475870675,25,1.4,1454,1,0.12,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,13.484532600112727
91786,56561.142857142855,0.0053987162456833,26,0.3076923076923077,205,0,0.1538461538461538,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10.880515841025813
1521403,60772.09090909091,0.0276899000514255,63,0.1587301587301587,468,0,0.2063492063492063,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10.822893427310428
3331145,244770.14285714287,0.042547552732843,35,1.0,1932,0,0.1428571428571428,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,12.532440432279635
435897,69143.17647058824,0.0335135760819957,61,0.2459016393442623,3614,0,0.1475409836065573,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10.981301718566954
3346641,153798.22222222222,0.0080684034330117,51,0.2352941176470588,129,0,0.0392156862745098,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,12.281796810939687
1186609,256213.2,0.0193314646599615,41,0.4878048780487805,665,0,0.1219512195121951,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,11.362683801639685
1450,607528.0,0.01101513016684,45,0.0,214,0,0.0222222222222222,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,13.317155189682998
11943,16590.0,0.0024713682941531,30,0.3,0,0,0.1666666666666666,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.716615658643356
8707071,358841.45945945947,0.0149069922456819,68,0.1911764705882352,497,1,0.1617647058823529,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.625222189947985
2011793,223589.14285714287,0.0272786463789485,91,0.2527472527472527,1958,1,0.1648351648351648,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.046690724532112
1562314,65197.0,0.0029602589076184,86,0.3372093023255814,881,1,0.1046511627906976,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,11.085184072597636
13232,9947.0,0.0014074595355383,27,0.4074074074074074,223,0,0.1111111111111111,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.205126804923296
99821,484106.6666666667,0.0166769280258409,96,0.25,1383,0,0.1458333333333333,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,9.336091577281744
158197,157976.0,0.0306280513154259,34,1.3235294117647058,393,0,0.0294117647058823,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,10.311482790497918
19,14370.0,0.0035490605427974,91,0.0,316,0,0.0659340659340659,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,9.572967566074247
362412,151493.0,0.0143115523805789,84,0.1071428571428571,143,0,0.0714285714285714,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,9.260272740724393
918,15693.0,0.009239788440706,44,0.2954545454545454,1082,0,0.1136363636363636,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.661033752687418
951035,260653.42857142855,0.0100826527905539,40,0.15,48,1,0.15,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,7.1180162044653335
24695,3237.0,0.0497374111831943,42,0.5238095238095238,927,3,0.2142857142857142,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.08271113423758
2871344,934632.24,0.0331948689273092,63,0.5079365079365079,874,1,0.1587301587301587,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,15.10903782788711
10445,946378.0,0.0228312577004114,63,0.0634920634920634,127,0,0.0952380952380952,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,13.760398402051015
7579253,2020349.818181818,0.0233764733474658,48,0.2291666666666666,510,0,0.1458333333333333,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.828510688891294
5771677,2431793.2,0.059221229730874,64,0.171875,2590,2,0.15625,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,14.448362468715457
827892,626208.7777777778,0.0139949617726695,78,0.0769230769230769,177,0,0.1666666666666666,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,13.265966628150748
7937284,1348298.3,0.0448702622398657,39,0.8461538461538461,871,0,0.1282051282051282,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,14.638549390321163
15769455,774775.5918367347,0.0230082039714776,30,1.1666666666666667,1173,0,0.1666666666666666,1,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,13.297695565367258
946822,401852.2,0.0364052858563488,53,0.1698113207547169,926,0,0.0188679245283018,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,13.15842526054935
9848,347988.0,0.0221243261261882,42,0.1666666666666666,339,0,0.119047619047619,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,12.759926149061627
3808198,746531.5405405406,0.0320286602079481,49,0.7551020408163265,1074,1,0.0612244897959183,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12.98992852621558
5292034,2042570.238095238,0.0235272607544283,27,1.2222222222222223,450,0,0.2222222222222222,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12.816291918560843
6358719,5546674.4,0.0555307828153035,37,0.7027027027027027,594,0,0.1351351351351351,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.343591332573231
9230156,2595009.75,0.0306304413194326,34,0.9411764705882352,849,0,0.1470588235294117,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,13.370441463262946
1662479,507524.0,0.0523955517374547,60,0.2333333333333333,3897,2,0.7833333333333333,1,0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,13.137301249768536
13608050,1542220.923076923,0.0288811929821356,40,0.65,1342,0,0.1,0,1,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,12.74509497926252
2010225,2120601.333333333,0.0114372700206183,99,0.2323232323232323,380,0,0.1515151515151515,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,14.701896979915979
23760020,901079.5909090908,0.024119823656758,84,0.2261904761904762,387,0,0.119047619047619,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,11.574340362671695
11309619,968348.564102564,0.0167169888225814,62,0.5161290322580645,1958,0,0.1451612903225806,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,12.862905884180956
3049000,133756.0,0.0350288755432971,34,0.6176470588235294,306,1,0.088235294117647,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11.230084986397891
1968678,742237.3571428572,0.012217135429212,62,0.5161290322580645,1304,1,0.1451612903225806,1,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.332973099424969
12093428,1053279.75,0.0601858772582203,33,0.4545454545454545,1862,1,0.0909090909090909,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,13.60673577961716
906208,536426.875,0.006657359419222,28,1.2142857142857142,991,1,0.2857142857142857,1,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10.603088860335872
40331,380586.0,0.0146747384296847,47,0.0638297872340425,1421,1,0.1276595744680851,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.849470076665986
4053584,543491.0,0.0364642652776218,39,0.3846153846153846,388,1,0.4358974358974359,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,13.205770266023846
1889896,1028235.3333333334,0.067870154176033,74,0.2837837837837837,1937,2,0.4054054054054054,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,13.699967262216827
242880,188214.9583333333,0.0057446681012465,79,0.1772151898734177,346,1,0.1139240506329113,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10.524064040261237
3678,49455.0,0.0075826508947528,47,0.0,275,1,0.1702127659574468,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,10.808838664371898
791390,142936.875,0.007726660516889,78,0.3974358974358974,1063,0,0.2051282051282051,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,12.000701475682607
147990,243102.0,0.0187986935525005,43,0.7209302325581395,676,0,0.1162790697674418,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,12.401240500828646
348382,140388.66666666666,0.0059456829499838,58,0.5689655172413793,1434,0,0.2241379310344827,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,11.403423050145067
2138046,637702.0,0.0581026009777633,19,0.6842105263157895,267,0,0.8947368421052632,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,13.507424397374999
2702088,445527.46341463417,0.0088203158270504,71,0.2957746478873239,843,0,0.2112676056338028,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.67244782490628
4652602,451389.3636363637,0.0360660668541297,19,0.3157894736842105,716,1,0.1578947368421052,1,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,12.258707789235114
2081261,506109.3076923077,0.0164479612721369,37,0.3783783783783784,523,2,0.1351351351351351,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,14.240481517308815
225449,28179.0,0.1084495546328826,49,0.6530612244897959,978,2,0.1836734693877551,1,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,10.246367785452671
305851,73213.0,0.0048625244150628,46,0.3043478260869565,939,2,0.1739130434782608,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.201141938492748
1012324,86152.5,0.0247536672539782,30,1.0,3493,1,0.2,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,11.020627145818121
2060009,255502.7619047619,0.030503501396367,57,0.2982456140350877,1124,1,0.1578947368421052,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,12.697580884250918
2364565,423800.2,0.0762467536329764,69,0.2463768115942029,2792,2,0.4927536231884058,1,0,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12.69836355785485
1462446,148679.66666666666,0.1162617893534613,38,1.605263157894737,988,0,0.1052631578947368,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,11.268596580863035
5436226,674274.0,0.071326232534116,45,0.6,414,0,0.8222222222222222,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.753818260895109
1197970,474756.5714285714,0.0800849017938587,59,0.1694915254237288,694,0,0.559322033898305,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,12.6285325210142
3111110,238668.1,0.0572730592787564,13,1.1538461538461535,699,0,0.1538461538461538,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,12.310130813501285
82521,338870.3571428572,0.0036840326214915,39,0.6923076923076923,1177,0,0.0256410256410256,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,12.750699515941465
1066078,615001.6428571428,0.0273317516231655,73,0.3424657534246575,620,4,0.136986301369863,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,10.494435880775827
