"video_id","is_weekend","publish_hour","views","likes","comment_count","tag_appeared_in_title_count","tag_appeared_in_title_f","title_length","has_question","has_exclamation","tags_count","subscriber","interaction_rate","is_hot","is_weekend_f","has_question_f","has_exclamation_f","is_hot_f"
"2kyS6SvSYSE",0,17,2564903,96321,22149,0,"FALSE",34,0,0,1,9086142,0.0461888812169505,0,"0","0","0","0"
"1ZAPwfrtAFY",0,7,6109402,151250,19820,0,"FALSE",62,0,0,4,5937292,0.0280011038723594,0,"0","0","0","0"
"5qpjK5DgCt4",1,19,5315471,187303,9990,8,"TRUE",53,0,0,23,4191209,0.0371167484499492,0,"1","0","0","0"
"puqaWrEC7tY",0,11,913268,16729,2988,3,"TRUE",32,1,0,28,13186408,0.021589500562814,0,"0","1","0","0"
"d380meD0W0M",1,18,2819118,153395,20573,1,"TRUE",24,1,1,14,20563106,0.0617100809543978,1,"1","1","1","1"
"gHZ1Qz0KiKM",0,19,1038365,22594,3142,2,"TRUE",21,0,0,7,4652602,0.0247851189129063,0,"0","0","0","0"
"39idVpFF7NQ",1,5,2688797,19042,2689,4,"TRUE",41,0,0,42,5292034,0.00808205305197826,0,"1","0","0","0"
"nc99ccSXST0",1,21,1251577,28951,2606,4,"TRUE",35,0,0,13,10474796,0.02521379028218,0,"1","0","0","0"
"jr9QtXwC9vc",0,14,2671756,12699,1010,6,"TRUE",65,0,0,28,2453494,0.00513108232937439,0,"0","0","0","0"
"TUmyygCMMGA",0,13,635985,20721,4111,2,"TRUE",53,0,0,20,3808198,0.0390449460286013,0,"0","0","0","0"
"9wRQljFNDW8",0,2,81377,655,177,9,"TRUE",86,0,1,49,3212413,0.0102240190717279,0,"0","0","1","0"
"VifQlJit6A0",0,3,230403,2413,2002,2,"TRUE",78,0,0,40,657573,0.0191620768826795,0,"0","0","0","0"
"5E4ZBSInqUU",0,17,5468928,247884,14903,3,"TRUE",42,0,0,33,11146743,0.048050916011328,0,"0","0","0","0"
"GgVmn66oK_A",1,14,789594,10203,3551,2,"TRUE",38,1,0,25,1740822,0.0174190786657447,0,"1","1","0","0"
"TaTleo4cOs8",1,18,301738,8634,2027,3,"TRUE",24,0,1,14,725479,0.0353319767480397,0,"1","0","1","0"
"kgaO45SyaO4",0,20,5531707,72727,14816,1,"TRUE",16,0,0,5,824219,0.01582567551029,0,"0","0","0","0"
"ZAQs-ctOqXQ",1,17,371683,9600,1282,1,"TRUE",48,0,0,32,2158902,0.0292776371262608,0,"1","0","0","0"
"YVfyYrEmzgM",0,16,380111,12095,643,1,"TRUE",52,1,0,24,6091542,0.0335112638150435,0,"0","1","0","0"
"eNSN6qet1kE",0,15,429830,22885,3403,3,"TRUE",26,0,0,18,483293,0.0611590628853268,1,"0","0","0","1"
"B5HORANmzHw",1,22,286577,9606,1196,1,"TRUE",40,0,0,17,4853444,0.0376931854266044,0,"1","0","0","0"
"vU14JY3x81A",0,14,538546,19822,6479,2,"TRUE",32,1,0,31,2098070,0.0488370538449826,0,"0","1","0","0"
"6VhU_T463sU",1,15,343273,4503,266,3,"TRUE",50,0,0,18,3188804,0.0138927326064095,0,"1","0","0","0"
"_-aDHxoblr4",0,16,338085,17626,1418,0,"FALSE",50,1,0,8,1096490,0.0563290296818847,0,"0","1","0","0"
"JBZTZZAcFTw",1,16,237111,2323,636,4,"TRUE",67,0,0,35,890739,0.0124793872911843,0,"1","0","0","0"
"lZ68j2J_GOM",0,14,152001,9020,360,0,"FALSE",28,0,0,26,335046,0.0617101203281557,1,"0","0","0","1"
"dRpNZV18N_g",1,14,324024,10288,1586,3,"TRUE",38,0,0,9,1568812,0.0366454336715799,0,"1","0","0","0"
"fcVjitaM3LY",0,12,188957,7394,680,2,"TRUE",36,0,0,3,2404027,0.0427292982001196,0,"0","0","0","0"
"qeWvgZLz9yU",0,16,265799,14179,1727,2,"TRUE",47,1,1,18,1689905,0.0598422115959804,0,"0","1","1","0"
"iIxy3JN3-jc",0,15,87403,285,175,0,"FALSE",100,0,0,1,23612,0.00526297724334405,0,"0","0","0","0"
"n30k5CwLhS4",1,17,58689,831,306,2,"TRUE",23,0,0,8,44,0.0193733067525431,0,"1","0","0","0"
"U0hAC8O7RoI",0,1,1694708,43997,3608,1,"TRUE",60,0,1,11,37489,0.0280903848922646,0,"0","0","1","0"
"n1WpP7iowLc",0,17,26448434,911883,127481,4,"TRUE",42,0,0,6,26383080,0.039297751995449,0,"0","0","0","0"
"hz7ukDjuq4w",1,23,147851,5319,739,1,"TRUE",31,1,0,40,410738,0.0409736829646063,0,"1","1","0","0"
"p2hJxyF7mok",1,5,472936,2867,467,2,"TRUE",54,0,0,2,313288,0.00704957964714042,0,"1","0","0","0"
"0mlNzVSJrT0",0,6,122634,2908,595,1,"TRUE",20,0,0,4,125,0.0285646721137694,0,"0","0","0","0"
"Om_zGhJLZ5U",1,18,288922,7515,2111,2,"TRUE",46,0,0,28,6366779,0.0333169505956625,0,"1","0","0","0"
"e_7zHm7GsYc",0,15,112866,3643,137,6,"TRUE",57,0,0,13,658161,0.0334910424751475,0,"0","0","0","0"
"dQvIbulWCM4",1,23,900779,47602,3796,4,"TRUE",33,0,1,15,6434929,0.0570595007210426,0,"1","0","1","0"
"zZ9FciUx6gs",0,15,459969,16399,1226,3,"TRUE",50,0,0,14,1935019,0.0383177996778044,0,"0","0","0","0"
"PaJCFHXcWmM",0,17,441712,12162,6058,3,"TRUE",17,0,0,6,1060292,0.0412485963704857,0,"0","0","0","0"
"goP4Z5wyOlM",1,21,34785,308,413,6,"TRUE",65,0,0,10,2119249,0.0207273249964065,0,"1","0","0","0"
"NZFhMSgbKKM",0,15,22302,83,63,0,"FALSE",51,0,0,0,517,0.0065464980719218,0,"0","0","0","0"
"0tO_l_Ed5Rs",1,16,393265,16805,8480,5,"TRUE",75,0,0,9,5988586,0.0642950682110028,1,"1","0","0","1"
"STI2fI7sKMo",1,15,352770,4782,741,3,"TRUE",39,0,0,44,511999,0.0156560932052045,0,"1","0","0","0"
"BWPrk9PUwQE",1,0,1856410,38114,2768,3,"TRUE",48,0,0,17,5019780,0.0220220748649275,0,"1","0","0","0"
"ogYum4kWXgk",0,13,195143,5171,239,3,"TRUE",66,0,1,27,2376164,0.0277232593533973,0,"0","0","1","0"
"sbcbvuitiTc",0,18,1015189,2133,1465,0,"FALSE",50,0,0,3,2720,0.00354416763775021,0,"0","0","0","0"
"zNqCVTs38nU",0,2,47760,132,41,0,"FALSE",54,0,0,8,1387,0.00362227805695142,0,"0","0","0","0"
"DM-ni_LSOFE",0,23,2374251,49509,8545,6,"TRUE",55,0,0,28,16874196,0.0244515007048539,0,"0","0","0","0"
"0PpNlNJ6Nng",1,19,2083918,106243,12707,3,"TRUE",85,1,1,26,5008492,0.0570799810741114,0,"1","1","1","0"
"c-3JxzN2u34",1,15,10541,261,19,1,"TRUE",58,0,0,8,169723,0.0265629446921544,0,"1","0","0","0"
"069D0NmW39o",1,15,1155622,16060,1018,3,"TRUE",57,0,0,31,23182596,0.0147781887156873,0,"1","0","0","0"
"9t9u_yPEidY",0,15,17679753,248909,13058,4,"TRUE",60,0,0,17,7257810,0.0148173450160757,0,"0","0","0","0"
"KODzih-pYlU",1,18,218186,7773,443,2,"TRUE",72,0,0,12,3008137,0.0376559449277222,0,"1","0","0","0"
"8NHA23f7LvU",0,19,1496225,16116,605,3,"TRUE",71,0,0,14,1676098,0.011175458236562,0,"0","0","0","0"
"w0XYVssCKjw",1,20,194930,6466,536,1,"TRUE",48,0,0,20,620050,0.0359205868773406,0,"1","0","0","0"
"9XSULcLI6Hg",1,15,36859,23,135,3,"TRUE",98,0,0,9,1544,0.00428660571366559,0,"1","0","0","0"
"pjuPpVLXDQg",0,0,100120,154,48,4,"TRUE",27,0,0,18,282774,0.00201757890531362,0,"0","0","0","0"
"9xSx-5tmq44",1,6,312769,8665,966,2,"TRUE",29,0,0,10,1400125,0.0307926936493067,0,"1","0","0","0"
"4v0nOAzcG2A",1,15,300601,10497,991,7,"TRUE",40,0,1,26,2397437,0.0382167723992934,0,"1","0","1","0"
"oTObwUiXdYY",0,15,33761,149,222,5,"TRUE",94,0,0,34,328272,0.010989010989011,0,"0","0","0","0"
"1cgK-BIrXes",0,15,849499,27121,5181,2,"TRUE",38,0,0,6,27221198,0.0380247651851268,0,"0","0","0","0"
"ujyTQNNjjDU",0,5,5159763,146732,7048,1,"TRUE",34,0,0,4,4756225,0.0298036944720135,0,"0","0","0","0"
"PABlVzeldaM",1,13,256760,782,793,1,"TRUE",58,0,0,10,85555,0.00613413304252999,0,"1","0","0","0"
"6340tX9M_eM",0,19,629166,8985,1030,2,"TRUE",53,0,0,10,9401388,0.0159178976613485,0,"0","0","0","0"
"8mhTWqWlQzU",1,1,3031863,121285,6852,4,"TRUE",45,0,0,25,4169227,0.0422634531969288,0,"1","0","0","0"
"t4YAyT4ihIQ",0,18,3913682,129182,5531,6,"TRUE",39,0,0,27,8499294,0.0344210388069342,0,"0","0","0","0"
"MNiweoKXwfg",0,17,20529,318,41,1,"TRUE",68,0,0,8,1461545,0.0174874567684739,0,"0","0","0","0"
"Jw1Y-zhQURU",0,7,8041928,60434,7545,7,"TRUE",45,0,0,9,135706,0.00845307244730368,0,"0","0","0","0"
"2Vv-BfVoq4g",0,11,43449654,1788960,93428,2,"TRUE",43,0,0,10,28676937,0.0433234289966958,0,"0","0","0","0"
"UFYCTJlayS4",1,3,59168,2412,274,0,"FALSE",54,0,0,12,314532,0.0453961600865333,0,"1","0","0","0"
"cccyOn99s4Y",0,23,82713,3124,250,6,"TRUE",56,0,0,28,874240,0.040791653065419,0,"0","0","0","0"
"abGCYPCk294",1,17,45236,1581,911,6,"TRUE",74,0,0,12,116972,0.0550888672738527,0,"1","0","0","0"
"lY_0mkYDZDU",0,17,403887,20780,1739,7,"TRUE",51,0,0,11,1502923,0.0557556940431358,0,"0","0","0","0"
"k8NxqyGcZA4",0,12,277614,2609,2337,3,"TRUE",61,0,0,32,348382,0.0178161043751396,0,"0","0","0","0"
"IE-xepGLVt8",0,12,237307,1896,260,2,"TRUE",64,0,0,8,73242,0.00908527772042123,0,"0","0","0","0"
"ObIQ0s02UHg",0,14,2954882,52519,1948,3,"TRUE",66,0,0,7,9076056,0.0184328849679953,0,"0","0","0","0"
"cOc3tsFWoRs",0,9,1497519,15504,1084,0,"FALSE",45,0,0,26,13608050,0.0110769880048267,0,"0","0","0","0"
"AJYb0Yom5UQ",0,20,172587,379,199,3,"TRUE",76,0,0,13,1409,0.00334903555887755,0,"0","0","0","0"
"gLswXiRLdkA",1,2,525210,24412,1847,4,"TRUE",33,0,1,12,1449988,0.049997143999543,0,"1","0","1","0"
"MyEqfBkzESU",0,20,390261,9474,3207,0,"FALSE",33,0,0,13,183889,0.0324936388724469,0,"0","0","0","0"
"wJYE0sFOteE",0,16,99019,2404,135,4,"TRUE",80,0,0,28,1066078,0.0256415435421485,0,"0","0","0","0"
"L_5_slz4ke4",1,20,11156,86,74,4,"TRUE",98,0,0,11,3346641,0.0143420580853352,0,"1","0","0","0"
"OKoL852K9uA",1,5,122772,3912,403,1,"TRUE",26,1,1,5,1890090,0.0351464503306943,0,"1","1","1","0"
"pa_oUisZZy0",1,0,243412,7782,340,4,"TRUE",42,0,0,22,1360210,0.0333672949566989,0,"1","0","0","0"
"fNtLIcyjsnI",0,17,2122489,20085,1321,8,"TRUE",83,0,0,13,973496,0.0100853290641318,0,"0","0","0","0"
"_Iz83-Cmt6A",0,22,58135,519,65,11,"TRUE",76,0,0,17,66329,0.0100455835555173,0,"0","0","0","0"
"YlvCVbfS9M0",1,15,935744,37129,2673,4,"TRUE",48,0,0,38,12672164,0.0425351378154709,0,"1","0","0","0"
"arJ5h2TY3I4",0,17,1233722,115781,9706,5,"TRUE",39,0,0,26,2545188,0.101714162509869,1,"0","0","0","1"
"-2RVw2_QyxQ",1,2,71089,460,20,0,"FALSE",30,0,0,3,147718,0.00675209948093235,0,"1","0","0","0"
"gEHCXl4J9Qo",0,2,2720774,76529,3599,2,"TRUE",47,0,0,13,0,0.0294504431459577,0,"0","0","0","0"
"-OK9i1_YYYc",1,0,46260,2286,17,6,"TRUE",33,0,0,9,490822,0.0497838305231301,0,"1","0","0","0"
"b4vTZx_AtHk",0,18,2291077,102726,11941,2,"TRUE",32,0,0,9,10365977,0.0500493872532438,0,"0","0","0","0"
"kOnQocd799Y",0,17,2844271,60500,8122,2,"TRUE",55,0,0,9,7579253,0.0241263930195119,0,"0","0","0","0"
"e4FApt6z55c",0,15,226659,9725,1027,3,"TRUE",48,0,0,11,235528,0.0474368986009821,0,"0","0","0","0"
"2XK4omx9uMU",0,14,1354030,57838,1257,2,"TRUE",50,0,0,32,2137177,0.0436437892808874,0,"0","0","0","0"
"xfmipNU4Odc",0,18,339256,17267,948,0,"FALSE",59,0,1,0,2205605,0.0536910179923126,0,"0","0","1","0"
"jp9hK-jY6yY",0,22,3680540,216119,20544,12,"TRUE",45,0,0,37,13357328,0.0643011623294408,1,"0","0","0","1"
"RkHuWjiR-LM",0,18,241314,15071,1011,2,"TRUE",44,0,0,13,941941,0.0666434603877106,1,"0","0","0","1"
"fCTKDn3Q8xQ",0,11,1185773,45513,4794,6,"TRUE",39,0,0,36,1361647,0.0424254895329882,0,"0","0","0","0"
"DIU3xPdhCBI",0,22,1262652,28119,1113,4,"TRUE",57,0,1,7,645538,0.0231512720844698,0,"0","0","1","0"
"wnwF1FHybDQ",0,11,225286,1731,206,3,"TRUE",54,0,0,29,1968678,0.00859795992649343,0,"0","0","0","0"
"pz95u3UVpaM",0,5,5476737,286268,12254,5,"TRUE",55,0,0,31,6358719,0.0545072732176111,0,"0","0","0","0"
"g5c1bk8weaQ",0,3,3741812,314872,12114,1,"TRUE",42,0,1,35,13857473,0.0873870734285956,1,"0","0","1","1"
"yuBqWcSKrCk",0,14,304926,3305,275,5,"TRUE",55,0,0,15,23760020,0.0117405534457541,0,"0","0","0","0"
"x9mh-SwSKas",0,18,269509,10801,653,1,"TRUE",38,0,0,9,2127866,0.0424995083652123,0,"0","0","0","0"
"uiA4B5Y63IQ",0,22,366814,4099,449,4,"TRUE",34,0,0,15,208047,0.0123986543588849,0,"0","0","0","0"
"viyRD5z6ilQ",0,5,147193,5405,395,4,"TRUE",33,0,0,8,1641737,0.0394040477468358,0,"0","0","0","0"
"QFfEtKvXMAs",0,17,505794,55628,3033,5,"TRUE",40,0,0,15,2360833,0.115978046398336,1,"0","0","0","1"
"xg9ebVTL9yE",0,5,178313,9072,656,7,"TRUE",29,0,0,33,252011,0.0545557530858659,0,"0","0","0","0"
"fbHbTBP_u7U",0,5,2185367,96850,8216,2,"TRUE",17,0,0,11,1525232,0.0480770506738685,0,"0","0","0","0"
"Ja_GMU7-sjs",0,21,1646057,53901,5963,3,"TRUE",33,0,1,13,5887416,0.0363681209095432,0,"0","0","1","0"
"QOksZ8VogRw",0,17,797436,29425,1497,6,"TRUE",73,0,0,11,7296670,0.0387767795785492,0,"0","0","0","0"
"RYs08kX3Ih4",0,1,232083,14766,1107,0,"FALSE",54,0,1,1,1090721,0.0683936350357415,1,"0","0","1","1"
"tOFkFZbPdnQ",0,0,524911,7822,403,2,"TRUE",43,0,0,14,5467,0.0156693229899926,0,"0","0","0","0"
"dW4wpGg64pE",0,18,1017803,25122,1504,4,"TRUE",40,0,0,20,2188912,0.0261602687356984,0,"0","0","0","0"
"2VP846QcA_4",0,11,155533,4621,451,2,"TRUE",46,0,0,41,694662,0.0326104427999203,0,"0","0","0","0"
"_dhneCO4YEE",0,7,392482,5659,1311,3,"TRUE",70,0,0,6,827892,0.0177587761986537,0,"0","0","0","0"
"EYkEshCOhEU",0,0,308352,15765,984,1,"TRUE",44,0,0,14,2888798,0.0543177926525529,0,"0","0","0","0"
"Rq9-mW6HgQE",0,8,908489,12261,1600,0,"FALSE",66,0,0,30,3965373,0.0152572017933073,0,"0","0","0","0"
"k29YnfttqEU",0,4,1315873,9312,769,2,"TRUE",38,0,0,31,11259007,0.00766107367504311,0,"0","0","0","0"
"Eg_kW5fw6qU",0,23,194946,9278,2803,4,"TRUE",41,1,0,28,1545575,0.0619710073558832,1,"0","1","0","1"
"J_QGZspO4gg",0,15,1882868,88072,6083,0,"FALSE",13,0,0,1,10530112,0.0500061608142472,0,"0","0","0","0"
"PkRBTF6nt4E",0,13,144694,1012,288,1,"TRUE",48,0,0,8,2824,0.00898447758718399,0,"0","0","0","0"
"ozkqm2ifMw8",0,13,226317,11702,471,3,"TRUE",42,0,0,26,3073400,0.0537873867186292,0,"0","0","0","0"
"htvR_dBs3eg",0,21,98422,2926,798,4,"TRUE",45,0,0,31,1329828,0.0378370689479994,0,"0","0","0","0"
"qEEtzzi1EII",0,13,467804,19962,953,4,"TRUE",34,0,0,44,4673210,0.0447088951783225,0,"0","0","0","0"
"1Wk8ZRgXQnY",0,22,41251,1561,96,5,"TRUE",46,0,0,14,344326,0.0401687231824683,0,"0","0","0","0"
"8l_e6bx8UG8",0,17,1440724,36686,9637,1,"TRUE",41,0,0,4,106500,0.032152584395068,0,"0","0","0","0"
"lsfzA7sWlOM",0,19,161231,7803,1479,3,"TRUE",36,0,0,32,3766915,0.0575695740893501,0,"0","0","0","0"
"RQDphL2MVlM",0,22,77302,3756,222,3,"TRUE",43,0,1,52,730238,0.0514605055496624,0,"0","0","1","0"
"X7flefV8tec",0,2,379918,4472,2066,0,"FALSE",87,0,0,0,5600865,0.0172089766739138,0,"0","0","0","0"
"cYw-oyJ7AEY",0,8,304700,12347,756,1,"TRUE",67,0,0,4,10007174,0.0430029537249754,0,"0","0","0","0"
"6nJw-jPQYVI",0,7,193832,1351,128,4,"TRUE",36,0,0,27,0,0.00763031903916794,0,"0","0","0","0"
"5x1FAiIq_pQ",0,15,95944,1354,117,0,"FALSE",32,0,0,0,198682,0.0153318602518136,0,"0","0","0","0"
"LMCuKltaY3M",0,8,180606,2400,239,3,"TRUE",48,0,0,5,34590,0.0146119176550059,0,"0","0","0","0"
"6Detw08jRhs",0,18,55901,477,105,1,"TRUE",27,0,0,17,1183,0.0104112627681079,0,"0","0","0","0"
"vd4zwINEcLY",1,4,95085,909,193,0,"FALSE",16,0,1,9,30,0.0115896303307567,0,"1","0","1","0"
"7fm7mll2qvg",0,0,91776,4604,357,2,"TRUE",32,0,0,5,198433,0.0540555264993026,0,"0","0","0","0"
"5gFpcEKayz4",0,9,895507,38734,1270,2,"TRUE",38,0,0,4,853329,0.0446719009454979,0,"0","0","0","0"
"eHIY3HNNqzM",0,8,157037,7800,326,2,"TRUE",41,0,0,17,2475056,0.0517457669211714,0,"0","0","0","0"
"q-WipZ9p0wk",0,14,77630,1991,208,0,"FALSE",35,0,0,19,1042390,0.0283266778307355,0,"0","0","0","0"
"zy0b9e40tK8",0,9,378750,5642,675,3,"TRUE",38,0,0,26,3181914,0.0166785478547855,0,"0","0","0","0"
"rL4WkebTT_U",0,15,151709,9210,1103,1,"TRUE",31,1,0,8,770495,0.0679788278876006,1,"0","1","0","1"
"Y6eKxjMA9ek",0,16,175852,15909,852,1,"TRUE",53,0,1,36,570857,0.0953131042012602,1,"0","0","1","1"
"Q6Usd3_fbq8",0,4,5149,242,54,0,"FALSE",77,0,0,18,5526,0.0574868906583803,0,"0","0","0","0"
"44NYFvhXmW8",0,13,1905487,65854,4490,13,"TRUE",61,0,0,28,2126409,0.0369165467935494,0,"0","0","0","0"
"9wg3v-01yKQ",0,13,9632678,810895,59473,2,"TRUE",19,0,0,4,3291974,0.0903557660704531,1,"0","0","0","1"
"F-j_6IuaYfw",0,21,476389,16106,2077,0,"FALSE",21,0,0,23,3063323,0.0381683875992099,0,"0","0","0","0"
"_qSW96a2aKY",0,5,878560,12961,1788,3,"TRUE",37,0,0,5,174968,0.0167876980513568,0,"0","0","0","0"
"afgvlR9WmIQ",0,2,762616,20159,899,0,"FALSE",65,0,0,1,15600360,0.027612848406013,0,"0","0","0","0"
"_CJN_ryETIY",0,23,207678,10372,554,4,"TRUE",68,0,0,27,359287,0.052610290931153,0,"0","0","0","0"
"P4YJwy_T9pM",0,3,691229,31892,1404,0,"FALSE",43,0,0,18,547671,0.0481692753052896,0,"0","0","0","0"
"YqH4eWR7jDQ",1,19,6412,49,2,0,"FALSE",36,0,0,1,1319,0.00795383655645664,0,"1","0","0","0"
"r96KpNTcog4",0,14,134372,7979,310,3,"TRUE",46,0,0,42,73378,0.0616869585925639,1,"0","0","0","1"
"B4gXsobd_ao",0,14,79306,3809,670,2,"TRUE",43,0,0,44,3331145,0.0564774418076816,0,"0","0","0","0"
"x8eLIJAM58M",0,14,812007,5894,851,1,"TRUE",70,0,1,29,899996,0.00830657863786888,0,"0","0","1","0"
"6V_aZsATDsM",0,17,55398,1170,336,1,"TRUE",45,0,0,6,71090,0.0271850969349074,0,"0","0","0","0"
"qg0GdM60syI",0,21,773,2,0,1,"TRUE",38,0,0,2,1752,0.00258732212160414,0,"0","0","0","0"
"8j_BYfVEyhA",0,13,581288,5075,1780,0,"FALSE",77,0,0,9,1858919,0.0117927774184225,0,"0","0","0","0"
"9ymjcSvEyhk",0,14,99619,3959,335,4,"TRUE",43,0,0,16,0,0.0431042271052711,0,"0","0","0","0"
"oB3SAI2oCqk",0,9,4850,22,1,2,"TRUE",44,0,0,7,3529,0.00474226804123711,0,"0","0","0","0"
"HNa_UWX51_s",0,18,226088,10844,555,5,"TRUE",84,0,0,22,3292548,0.0504184211457486,0,"0","0","0","0"
"08nkwgZIE4I",0,22,651036,23338,1101,1,"TRUE",22,0,1,4,7582837,0.0375386307362419,0,"0","0","1","0"
"5Smb3tZD1Qc",0,18,451356,3454,623,2,"TRUE",46,0,0,16,19264,0.0090327812192593,0,"0","0","0","0"
"YHDbsyyjld0",0,23,46571,4250,408,2,"TRUE",32,0,1,13,412952,0.100019325331215,1,"0","0","1","1"
"uyl6WtHEYOQ",0,20,28539,681,45,10,"TRUE",78,0,0,37,2714835,0.0254388731209923,0,"0","0","0","0"
"bhoFXkVy8JA",0,8,12609,40,17,1,"TRUE",23,0,0,7,5616,0.00452058053771116,0,"0","0","0","0"
"_w58R1OGQFA",0,15,30021,569,44,3,"TRUE",46,0,0,4,970542,0.0204190400053296,0,"0","0","0","0"
"BEweWXa5Twk",0,3,471266,23634,1714,2,"TRUE",24,0,0,28,3688304,0.0537870332253971,0,"0","0","0","0"
"egXr0PU-kCY",0,22,1073134,47793,5358,2,"TRUE",37,0,0,21,3225647,0.0495287634163115,0,"0","0","0","0"
"fIQ2Ty2OL34",0,4,18573,420,236,0,"FALSE",89,0,1,8,590200,0.0353200883002208,0,"0","0","1","0"
"d_j512i2k6c",0,20,250193,5748,1197,11,"TRUE",58,0,0,23,1607518,0.0277585703836638,0,"0","0","0","0"
"4d07RXYLsJE",1,20,1827,3,2,0,"FALSE",35,0,0,0,5,0.00273672687465791,0,"1","0","0","0"
"DOIw62TXYkg",0,19,2457408,2707,209,2,"TRUE",38,0,0,5,5912,0.00118661614188608,0,"0","0","0","0"
"0lbJHqAGpbA",0,16,51143,258,10,0,"FALSE",28,0,0,3,100966,0.00524020882623233,0,"0","0","0","0"
"JuP1Z8xpRb8",0,17,27010,1666,150,0,"FALSE",29,0,0,0,112761,0.0672343576453165,1,"0","0","0","1"
"CR9zYgr84QY",0,18,122669,5723,263,8,"TRUE",48,0,0,36,1206997,0.0487979848209409,0,"0","0","0","0"
"1640fZpYBSY",0,18,358597,1211,593,0,"FALSE",39,0,1,0,25,0.00503071693293586,0,"0","0","1","0"
"M2-IpsWQUWs",0,19,56012,6243,414,4,"TRUE",60,0,0,6,2603695,0.118849532243091,1,"0","0","0","1"
"7m630xvAJtA",0,16,6148,121,19,1,"TRUE",46,0,0,26,3128,0.0227716330513988,0,"0","0","0","0"
"510KQ_LXGww",0,18,1390440,86207,710,4,"TRUE",35,0,0,22,12093428,0.0625104283536147,1,"0","0","0","1"
"CO9dIyNM_9Q",0,22,244532,633,765,0,"FALSE",84,0,0,3,49239,0.00571704316817431,0,"0","0","0","0"
"mwpHSMv1pI4",0,1,359120,15130,1143,5,"TRUE",55,1,1,41,2533984,0.0453135442192025,0,"0","1","1","0"
"Mfiim71QdYQ",0,18,33768,426,550,0,"FALSE",43,0,0,0,11133,0.0289031035299692,0,"0","0","0","0"
"UFPSIa1cLRQ",0,5,38068,2195,154,3,"TRUE",35,0,0,5,461134,0.0617053693390774,1,"0","0","0","1"
"o78x918zbFk",0,18,1277364,56867,25326,2,"TRUE",38,0,1,29,3887047,0.0643457933682177,1,"0","0","1","1"
"iNf6VErGDLI",0,14,1498866,67227,4645,3,"TRUE",52,0,0,9,13157836,0.0479509175603423,0,"0","0","0","0"
"6ixU_vdE0Es",0,22,280065,20289,939,5,"TRUE",43,0,0,13,1197970,0.0757966900540946,1,"0","0","0","1"
"wRGldR_SQAA",0,18,2259,0,0,0,"FALSE",18,0,0,0,325,0,0,"0","0","0","0"
"agKDPntMv-E",0,15,470191,4037,1553,4,"TRUE",93,0,0,20,2702088,0.0118887856211625,0,"0","0","0","0"
"Xl38SuxyrgM",0,7,16305,147,47,4,"TRUE",88,1,0,41,35371,0.0118981907390371,0,"0","1","0","0"
"u7pV4vxD1bs",0,20,169511,57,79,0,"FALSE",62,0,0,4,471,0.000802307814832076,0,"0","0","0","0"
"zYWt2mnalP8",0,0,160477,8388,950,2,"TRUE",93,0,0,3,232414,0.0581890239722826,0,"0","0","0","0"
"PoNWU2cox9w",0,15,704363,16352,841,5,"TRUE",51,0,0,36,1866109,0.0244092889603798,0,"0","0","0","0"
"6hTzM1BPdU8",0,21,130778,5684,737,3,"TRUE",45,0,0,11,1050076,0.0490984722200982,0,"0","0","0","0"
"MCW5HUkrr-o",0,17,560569,29990,1788,2,"TRUE",48,0,0,37,1346352,0.0566888286722955,0,"0","0","0","0"
"YvfYK0EEhK4",0,15,1607810,39699,1847,4,"TRUE",54,0,0,23,20883,0.0258401179243816,0,"0","0","0","0"
"cxMvzK2OQTw",0,16,1365087,25811,6604,0,"FALSE",36,0,0,0,17212,0.0237457392825512,0,"0","0","0","0"
"bAkEd8r7Nnw",0,18,3794124,106105,7663,4,"TRUE",44,0,0,26,10647755,0.0299853141331174,0,"0","0","0","0"
"ItYOdWRo0JY",0,0,3798127,44277,12654,3,"TRUE",43,0,0,6,2660316,0.0149892302179469,0,"0","0","0","0"
"5530I_pYjbo",0,12,3083469,193377,10440,6,"TRUE",21,0,0,27,1715948,0.0660999024151046,1,"0","0","0","1"
"dUMH6DVYskc",0,12,2227708,11817,3769,4,"TRUE",57,0,0,19,1228,0.00699642861631776,0,"0","0","0","0"
"gjXrm2Q-te4",0,4,2223948,76806,4176,3,"TRUE",46,0,0,33,15769455,0.0364136211817902,0,"0","0","0","0"
"9SK1I0V6U5c",0,18,2408682,105248,5987,5,"TRUE",27,0,0,20,2613499,0.046180857414968,0,"0","0","0","0"
"VsYmwBOYfW8",0,8,2765121,35529,2388,3,"TRUE",34,0,0,33,11259007,0.0137126006420696,0,"0","0","0","0"
"CtBca6H6Teg",0,18,1531538,36000,4115,4,"TRUE",32,0,0,24,6366779,0.026192624668797,0,"0","0","0","0"
"pcWKpGzhgq4",0,12,792184,9174,486,3,"TRUE",67,0,0,16,1676098,0.0121941367157125,0,"0","0","0","0"
"L3br0klRqF4",0,21,166097,700,557,1,"TRUE",63,0,0,14,242880,0.00756786696930107,0,"0","0","0","0"
"9kF9xY74h-E",0,21,1533488,168268,9395,1,"TRUE",31,0,1,5,5190943,0.115855487620379,1,"0","0","1","1"
"p2EY93WfBQk",0,21,370461,27945,2235,2,"TRUE",56,1,0,7,2168843,0.0814660652538324,1,"0","1","0","1"
